scientific_name,common_names,family,duration,habit,size_category,bloom_color,fragrant,bloom_months,az_native,native_habitat,ecological_plant_groups,water_use,light_requirement,calcium_carbonate_tolerance,drought_tolerance,soil_type,watering,heat_tolerance,yard_uses,wildlife_attraction,toxic_humans,toxic_pets,toxic_part,nursery,prices,Price_category,Sizes Available,shoping_notes,images,page_link-href
Mentzelia pumila,Dwarf Mentzelia,Loasaceae (Loasa Family),Annual/Biennial,Herb,Small,Yellow,No,"May , Jun , Jul , Aug , Sep",Y,Unknown,Shrubland & Chaparral Species,Low,Sun,High,High,"rocky, gravelly, sand, caliche",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Wildflower Border, Rock Garden","Native Bees, Butterflies, Moths, Pollinators",Mild irritation*,Mild irritation*,Stiff barbed hairs/brushes,Not found/Seed,SEED-$4-7,Budget ($3-15),Seed only,Plants rare in trade,../image_archive/320x240/PCD4234/PCD4234_IMG0032.JPG,https://www.wildflower.org/plants/result.php?id_plant=MEPU3
Mimosa dysocarpa,"Velvetpod Mimosa, Velvet-pod Mimosa, Gatuno",Fabaceae (Pea Family),Perennial,Shrub,Medium,Pink,Yes,"Jun , Jul , Aug , Sep , Oct",Y,Arroyos; brushy hillsides; 3500 to 6500 ft.,Medium Drought Tolerance Species,Low,"Sun, Part Shade",Medium,High,"rocky, sandy, gravelly, well-drained", WEEKLY WATERING,Heat Tolerant,"Security Barrier, Wildlife Hedge, Informal Hedge","Birds, Native Bees, Pollinators",Not toxic*,*Seed pods possibly toxic,Seeds (mimosine),"DS, Spadefoot, Civano",MEDIUM-$18-27,Moderate ($16-40),"1 gal, #5","“Velvetpod mimosa,” spiny barrier",../image_archive/320x240/PCD0125/PCD0125_IMG0086.JPG,https://www.wildflower.org/plants/result.php?id_plant=MIDY
Mimulus bigelovii,"Bigelow's Monkeyflower, Yellow-throat Monkeyflower",Scrophulariaceae (Figwort Family),Annual/Perennial,Herb,Small,"Red , Purple",No,"Mar , Apr , May , Jun",Y,"Dry, sandy or gravelly washes & canyons",Desert Plants,Low,Sun,High,High,"sandy, gravelly, well-drained",RAINFALL ONLY,Heat Lovers,"Wildflower Border, Pollinator Garden","Native Bees, Hummingbirds, Pollinators",Not toxic,Not toxic,None,Not found/Seed,SEED-$4-7,Budget ($3-15),Seed only,"Plants rare, seed more common",../image_archive/320x240/PCD2320/PCD2320_IMG0030.JPG,https://www.wildflower.org/plants/result.php?id_plant=MIBI6
Mirabilis multiflora,Colorado Four O'Clock,Nyctaginaceae (Four O'clock Family),Perennial,Herb,Medium,Pink,Yes,"Apr , May , Jun , Jul , Aug , Sep",Y,"Open, sandy hillsides & mesas; juniper & pinyon communities; 2500 to 6500 ft.",Shrubland & Chaparral Species,Low,Part Shade,High,High,"dry, sandy, rocky, alkaline-tolerated",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Pollinator Border, Night Garden","Birds, Butterflies, Hummingbirds, Nocturnal Insects",Roots may be toxic,Roots may be toxic,Roots (alkaloids),"Spadefoot, Civano, DS",SMALL-$8-16,Budget ($3-15),1 gal,"“Desert four o’clock,” perennial wildflower",../image_archive/320x240/PCD3454/PCD3454_IMG0079.JPG,https://www.wildflower.org/plants/result.php?id_plant=MIMU
Monardella odoratissima,"Mountain Monardella, Alpine Mountainbalm, Coyote Mint, Mountain Pennyroyal",Lamiaceae (Mint Family),Perennial,Herb,Small,"White , Blue , Purple",Yes,"Jun , Jul , Aug",Y,"Wet or dry, rocky, forest openings from 3500-11,000 ft.",Medium Drought Tolerance Species,Low,"Sun, Part Shade",Medium,Medium,"rocky, sandy, well-drained", WEEKLY WATERING,Heat Tolerant,"Pollinator Border, Rock Garden, Shade Border","Native Bees, Bumble Bees, Butterflies, Pollinators",Not toxic,Not toxic,None,Not found/Seed,SEED-$4-8,Budget ($3-15),Seed only,Very rare (mountain mint),../image_archive/320x240/PCD0664/PCD0664_IMG0053.JPG,https://www.wildflower.org/plants/result.php?id_plant=MOOD
Muhlenbergia montana,Mountain Muhly,Poaceae (Grass Family),Perennial,Grass/Grass-like,Medium,Yellow,No,"Jun , Jul",Y,"Rocky mt. slopes, canyons, mesas & forest openings",Medium Drought Tolerance Species,"Low, Medium","Sun, Part Shade",High,High,"rocky, sandy, gravelly, well-drained", WEEKLY WATERING,Heat Tolerant,"Ornamental Grass, Slope Stabilization","Birds, Beneficial Insects, Cover, Forage",Not toxic,Not toxic,None,"DS, Spadefoot, Civano",SMALL-$8-16,Budget ($3-15),"1 gal, 5 gal",Shade/drought grass,../image_archive/320x240/PCD3524/PCD3524_IMG0015.JPG,https://www.wildflower.org/plants/result.php?id_plant=MUMO
Muhlenbergia porteri,Bush Muhly,Poaceae (Grass Family),Perennial,Grass/Grass-like,Medium,Yellow,No,"Apr , May",Y,Dry mesas & arroyos; rocky slopes; 2000 to 6000 ft.,Medium Drought Tolerance Species,"Low, Medium",Sun,High,High,"rocky, sandy, well-drained", WEEKLY WATERING,Heat Tolerant,"Ornamental Grass, Ground Cover, Slope Stabilization","Birds, Small Mammals, Cover, Forage",Not toxic,Not toxic,None,"DS, Spadefoot, Civano",SMALL-$8-16,Budget ($3-15),"1 gal, 5 gal",Common for ground cover,,https://www.wildflower.org/plants/result.php?id_plant=MUPO2
Nolina microcarpa,"Sacahuista, Sacahuista Beargrass",Liliaceae (Lily Family),Perennial,Herb/Shrub,Medium–Large,White,No,"Mar , Apr , May , Jun , Jul , Aug , Sep",Y,"Rocky, well-drained slopes; dry plains; 3000 to 6500 ft.",Shrubland & Chaparral Species,Low,"Sun, Part Shade",High,High,"rocky, sandy, well-drained, alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Specimen Plant, Xeriscape Accent, Container","Birds, Insects, Small Mammals (for fruit, habitat)",Not toxic*,*May cause mild GI upset,Fruit* (large amounts),"Spadefoot, DS, Civano",MEDIUM-$18-36,Moderate ($16-40),"1 gal, 5 gal","“Beargrass,” dramatic accent",../image_archive/320x240/WFJ/WFJ_IMG0169.JPG,https://www.wildflower.org/plants/result.php?id_plant=NOMI
Oenothera caespitosa,"Tufted Evening Primrose, Gumbo Evening Primrose, Gumbo Lily, Fragrant Evening Primrose, Tufted Evening-primrose",Onagraceae (Evening Primrose Family),Perennial,Herb,Small,White,Yes,"Apr , May , Jun , Jul , Aug",Y,"Dry buttes, exposed hillsides & open woods",Shrubland & Chaparral Species,Low,Sun,High,High,"dry, clay, sandy, rocky, calcareous",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Night Garden, Wildflower Border","Native Bees, Moths, Hawkmoths, Nocturnal Pollinators",Not toxic,Not toxic,None,"Spadefoot, Civano, DS",SMALL-$7-13,Budget ($3-15),"4"", 1 gal","“Evening primrose,” regular at spring sales",../image_archive/320x240/EPS/EPS_IMG2055.JPG,https://www.wildflower.org/plants/result.php?id_plant=OECA10
Oenothera deltoides,"Birdcage Evening-primrose, Fragrant Primrose, Desert Evening-primrose, Birdcage Primrose, Dune Evening Primrose, Devil's-lantern",Onagraceae (Evening Primrose Family),Annual/Biennial,Herb,Small–Medium,White,Yes,"Mar , Apr , May",Y,"Dry, open, sandy areas",Desert Plants,Low,Sun,High,High,"sandy, gravelly, dry, alkaline",RAINFALL ONLY,Heat Lovers,"Night Garden, Wildflower Area","Native Bees, Moths, Night-flying Pollinators",Not toxic,Not toxic,None,Not found/Seed,SEED-$4-7,Budget ($3-15),Seed only,Plants rare in trade,../image_archive/320x240/EPS/EPS_IMG19880.JPG,https://www.wildflower.org/plants/result.php?id_plant=OEDE2
Oenothera flava,"Yellow Evening-primrose, Long-tube Evening-primrose, Shortfin Evening-primrose, Yellow Evening Primrose",Onagraceae (Evening Primrose Family),Perennial,Herb,Small,Yellow,Yes (slight),"Apr , May , Jun , Jul , Aug",N,"Damp, prairie swales; open, wooded areas; stream valleys",Medium Drought Tolerance Species,"Low, Medium","Sun, Part Shade",Medium,Medium,"moist, dry, sandy, rocky, slightly acidic, basic", WEEKLY WATERING,Heat Tolerant,"Wildflower Area, Pollinator Patch","Native Bees, Moths, Pollinators",Not toxic,Not toxic,None,Not found/Seed,SEED-$4-7,Budget ($3-15),Seed only,Plants rare in trade,../image_archive/320x240/EPS/EPS_IMG20054.JPG,https://www.wildflower.org/plants/result.php?id_plant=OEFL
Oenothera primiveris,"Desert Evening-primrose, Yellow-flower Desert Evening-primrose, Bottle Evening Primrose, Large Yellow Desert Primrose",Onagraceae (Evening Primrose Family),Annual/Biennial,Herb,Small,Yellow,Yes (slight),"Feb , Mar , Apr , May",Y,Desert flats below 4500 ft.,Desert Plants,Low,Sun,High,High,"sandy, dry, gravelly, alkaline",RAINFALL ONLY,Heat Lovers,"Wildflower Border, Pollinator Area","Native Bees, Moths, Pollinators",Not toxic,Not toxic,None,Not found/Seed,SEED-$4-7,Budget ($3-15),Seed only,Plants rare in trade,../image_archive/320x240/PCD3442/PCD3442_IMG0008.JPG,https://www.wildflower.org/plants/result.php?id_plant=OEPR
Olneya tesota,"Desert Ironwood, Tesota, Palo De Hierro",Fabaceae (Pea Family),Perennial,Tree,Extra Large,"Pink , Purple",Yes (slight),"Feb , Mar , Apr , May",Y,Foothill washes; low desert areas,Desert Cacti & Succulents,Low,Sun,High,Very High,"rocky, sandy, well-drained, caliche",RAINFALL ONLY,Heat Lovers,"Large Accent, Wildlife Habitat, Desert Icon","Desert Animals, Birds, Insects (Leafcutter Bee host)",Not toxic (pods not for humans),*Seed pods can cause GI upset if eaten,"Seeds, pods","DS, Spadefoot, Civano",LARGE-$38-90,Moderate ($16-40),"1 gal, 5 gal, field dug","Large native tree, rare local",../image_archive/320x240/SCB/SCB_IMG1033.JPG,https://www.wildflower.org/plants/result.php?id_plant=OLTE
Opuntia basilaris,"Beavertail Prickly Pear, Beavertail Pricklypear, Beavertail Cactus",Cactaceae (Cactus Family),Perennial,Cactus/Succulent,Small,"Red , Pink , Purple",No,"Feb , Mar , Apr , May , Jun",Y,"Rocky or sandy plains, valleys, washes & canyons in deserts",Shrubland & Chaparral Species,Low,Sun,High,High,"sandy, gravelly, calcareous, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Lovers,"Accent Plant, Security Barrier, Wildlife Habitat","Native Bees, Birds, Small Mammals, Pollinators",Not toxic,Not toxic (spines),Spines,"Spadefoot, Civano, DS, AZ Cactus",SMALL-$8-18,Budget ($3-15),"1 gal, 5 gal, #5","“Beavertail cactus,” locally common",../image_archive/320x240/EPS/EPS_IMG14849.JPG,https://www.wildflower.org/plants/result.php?id_plant=OPBA2
Opuntia phaeacantha,"Tulip Prickly Pear, Brownspine Prickly Pear Cactus, Purple-fruited Prickly Pear, Brown-spined Prickly Pear, New Mexico Prickly Pear, Desert Prickly Pear",Cactaceae (Cactus Family),Perennial,Cactus/Succulent,Medium,"Red , Orange , Yellow",No,"Apr , May , Jun , Jul",Y,"Sandy or rocky hills, flats, valleys & canyons",Shrubland & Chaparral Species,Low,Sun,High,High,"sandy, rocky, dry, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Lovers,"Accent Plant, Security Barrier, Wildlife Habitat","Butterflies, Small Mammals, Native Bees, Birds",Not toxic,Not toxic (spines),"Spines, glochids","Spadefoot, Civano, DS, AZ Cactus",SMALL-$8-14,Budget ($3-15),"1 gal, 5 gal, 5"" pot","“Prickly pear,” abundant locally grown",../image_archive/320x240/EPS/EPS_IMG10898.JPG,https://www.wildflower.org/plants/result.php?id_plant=OPPH
Panicum obtusum,Vine Mesquite,Poaceae (Grass Family),Perennial,Grass/Grass-like,Small–Medium,Yellow,No,"Jun , Jul , Aug",Y,Unknown,Medium Drought Tolerance Species,Medium,"Sun, Part Shade",Medium,Medium,"moist, dry, sandy, clay, alkaline-tolerated", WEEKLY WATERING,Heat Tolerant,"Lawn Alternative, Ground Cover","Dotted Roadside-Skipper Larvae, Birds",Not toxic,Not toxic,None,"DS, Civano, Spadefoot",SMALL-$7-14,Budget ($3-15),"4"", 1 gal","“Vine mesquite,” for turf alternative",../image_archive/320x240/BIBE/BIBE_IMG04167.JPG,https://www.wildflower.org/plants/result.php?id_plant=PAOB
Parkinsonia aculeata,"Retama, Paloverde, Mexican Paloverde, Jerusalem Thorn, Horsebean, Lluvia De Oro",Fabaceae (Pea Family),Perennial,Tree,Extra Large,"Orange , Yellow",Yes (slight),"Apr , May , Jun , Jul , Aug",Y,"Flood plains, bottomland, hillside chaparral, disturbed grasslands",Shrubland & Chaparral Species,Low,Sun,High,High,"well-drained, sandy, loamy, caliche, clay",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Shade Tree, Accent Tree, Screen, Pollinator Garden","Birds, Butterflies, Insects, Small Mammals, Native Bees",Not toxic*,*Can cause mild GI upset if much eaten,"Seeds, pods","DS, Civano, Spadefoot, local",MEDIUM-$18-60,Moderate ($16-40),"1 gal, 5 gal, #15","All local ""palo verde"" trees variable price",../image_archive/320x240/WFJ/WFJ_IMG0096.JPG,https://www.wildflower.org/plants/result.php?id_plant=PAAC3
Parkinsonia florida,Blue Paloverde,Fabaceae (Pea Family),Perennial,Tree,Extra Large,Yellow,Yes (slight),,Y,Along washes and valleys and sometimes on lower slopes of deserts and desert grasslands,Desert Cacti & Succulents,Low,Sun,High,Very High,"dry, sandy, rocky, alkaline, caliche",RAINFALL ONLY,Heat Lovers,"Shade Tree, Accent Tree, Desert Icon","Birds, Native Bees, Butterflies, Small Mammals",Not toxic*,As above,As above,"DS, Civano, Spadefoot, local",MEDIUM-$18-75,Moderate ($16-40),"1 gal, 5 gal, #15","“Blue palo verde,” widely available",../image_archive/320x240/EPS/EPS_IMG14906.JPG,https://www.wildflower.org/plants/result.php?id_plant=PAFL6
Parkinsonia microphylla,"Yellow Paloverde, Foothill Paloverde, Littleleaf Paloverde",Fabaceae (Pea Family),Perennial,Tree,Extra Large,Yellow,Yes (slight),,Y,Associated with Saguaro on desert plains and rocky slopes of foothills and mountains,Desert Cacti & Succulents,Low,Sun,High,Very High,"rocky, sandy, caliche, dry, alkaline",RAINFALL ONLY,Heat Lovers,"Shade Tree, Habitat Tree, Desert Icon","Birds, Desert Wildlife, Bees",Not toxic*,As above,As above,"DS, Civano, Spadefoot, local",MEDIUM-$17-69,Moderate ($16-40),"1 gal, 5 gal, #15","“Littleleaf palo verde,” common",../image_archive/320x240/EPS/EPS_IMG14999.JPG,https://www.wildflower.org/plants/result.php?id_plant=PAMI5
Pascopyrum smithii,Western Wheatgrass,Poaceae (Grass Family),Perennial,Grass/Grass-like,Medium,Yellow,No,"May , Jun",Y,Hillsides; bottomlands; canyons; open woods; prairies; scrubland. Often in swales and ditches with seasonal poor drainage,Medium Drought Tolerance Species,"Low, Medium","Sun, Part Shade",High,High,"moist, dry, clay, loam, sand, alkaline", WEEKLY WATERING,Heat Tolerant,"Lawn Alternative, Erosion Control, Meadow","Birds, Small Mammals, Forage",Not toxic,Not toxic,None,Not found/Seed,SEED-$4-8,Budget ($3-15),Seed only,Plants rare in trade,../image_archive/320x240/EPS/EPS_IMG15024.JPG,https://www.wildflower.org/plants/result.php?id_plant=PASM
Peniocereus greggii,"Nightblooming Cereus, Night-blooming Cereus",Cactaceae (Cactus Family),Perennial,Cactus/Succulent,Medium,"White , Pink",Yes,Jun,Y,Desert flats and washes,Desert Cacti & Succulents,Low,Sun,High,Very High,"well-drained, sandy, gravelly, desert",RAINFALL ONLY,Heat Lovers,"Accent Plant, Night-blooming Garden","Night Pollinators, Bats, Sphinx Moths",Not toxic*,Not toxic,Fruit edible by wildlife,"Spadefoot (by request), specialty",MEDIUM-$35-60,Moderate ($16-40),"1 gal, 5 gal",Occasional specialty cactus,../image_archive/320x240/SAW/SAW_02536.JPG,https://www.wildflower.org/plants/result.php?id_plant=PEGR3
Penstemon ambiguus,"Pink Plains Penstemon, Pink Plains Beardtongue, Gilia Penstemon, Gilia Beardtongue, Sand Penstemon, Sand Beardtongue",Scrophulariaceae (Figwort Family),Perennial,Herb,Medium,Pink,Yes (slight),"May , Jun , Jul , Aug , Sep , Oct",Y,"Sandy plains, hills & mesas",Shrubland & Chaparral Species,Low,"Sun, Part Shade",Medium,High,"sandy, sandy loam, well-drained, alkaline-tolerant",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Wildflower Border, Pollinator Garden","Native Insects, Native Bees, Butterflies, Moths",Not toxic,Not toxic,None,"Spadefoot, Civano",SMALL-$7-13,Budget ($3-15),"4"", 1 gal",Regular wildflower,../image_archive/320x240/BIBE/BIBE_IMG04379.JPG,https://www.wildflower.org/plants/result.php?id_plant=PEAM
Penstemon eatonii,"Firecracker Penstemon, Firecracker Beardtongue, Eaton's Penstemon, Eaton's Beardtongue",Scrophulariaceae (Figwort Family),Perennial,Herb,Medium,Red,No,"May , Jun , Jul , Aug",Y,"Mesas; fields; roadsides; dry, rocky slopes at lower elevations",Shrubland & Chaparral Species,Low,"Sun, Part Shade",Medium,High,"dry, gravelly, sandy, rocky, alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Wildflower Border, Pollinator Garden","Hummingbirds, Native Bees, Butterflies",Not toxic,Not toxic,None,"Spadefoot, Civano",SMALL-$7-13,Budget ($3-15),"4"", 1 gal",Regular wildflower,../image_archive/320x240/PCD2945/PCD2945_IMG0029.JPG,https://www.wildflower.org/plants/result.php?id_plant=PEEA
Penstemon palmeri,"Palmer's Penstemon, Palmer's Beardtongue, Scented Penstemon, Scented Beardtongue",Scrophulariaceae (Figwort Family),Perennial,Herb,Medium,White,Yes,"May , Jun",Y,Washes & rocky areas in desert mts. & grasslands; 3500 to 6500 ft.,Shrubland & Chaparral Species,Low,Sun,Medium,High,"dry, rocky, well-drained, slightly alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Wildflower Border, Pollinator Garden","Native Bees, Butterflies, Moths",Not toxic,Not toxic,None,"Spadefoot, Civano",SMALL-$7-13,Budget ($3-15),"4"", 1 gal",Regular wildflower,../image_archive/320x240/A_C/A_C_IMG0659.JPG,https://www.wildflower.org/plants/result.php?id_plant=PEPA8
Penstemon parryi,"Parry's Penstemon, Parry's Beardtongue",Scrophulariaceae (Figwort Family),Perennial,Herb,Medium,"White , Pink",No/Slight,"Mar , Apr",Y,Mountain canyons; desert washes; grassland slopes,Shrubland & Chaparral Species,Low,Sun,Medium,High,"dry, well-drained, sandy, rocky, alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Wildflower Border, Pollinator Garden, Basin Plantings","Native Bees, Hummingbirds, Butterflies",Not toxic,Not toxic,None,"Spadefoot, Civano",SMALL-$7-13,Budget ($3-15),"4"", 1 gal",Regular wildflower,../image_archive/320x240/ETL/ETL_IMG1584.JPG,https://www.wildflower.org/plants/result.php?id_plant=PEPA24
Penstemon pseudospectabilis,"Desert Penstemon, Desert Beardtongue, Rosy Desert Penstemon, Rosy Desert Beardtongue, Canyon Penstemon, Canyon Beardtongue, Mohave Penstemon, Mohave Beardtongue",Scrophulariaceae (Figwort Family),Perennial,Herb,Medium,Pink,No,"Mar , Apr , May , Jun",Y,"Deserts, washes & canyons; 2000 to 7000 ft.",Shrubland & Chaparral Species,Low,Sun,Medium,High,"dry, well-drained, sandy, rocky, alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Wildflower Border, Pollinator Garden","Native Bees, Butterflies, Hummingbirds",Not toxic,Not toxic,None,"Spadefoot, Civano",SMALL-$7-15,Budget ($3-15),"4"", 1 gal",Regular wildflower,../image_archive/320x240/EWA/EWA_IMG01435.JPG,https://www.wildflower.org/plants/result.php?id_plant=PEPS
Penstemon rostriflorus,"Bridge's Penstemon, Bridge's Beardtongue, Beaked Penstemon, Beaked Beardtongue, Mountain Scarlet Penstemon, Mountain Scarlet Beardtongue",Scrophulariaceae (Figwort Family),Perennial,Herb,Medium,Red,No,"Jun , Jul , Aug",Y,"Dry slopes in pinyon & ponderosa pine forests; 4500 to 10,000 ft.",Shrubland & Chaparral Species,Low,Sun,Medium,High,"rocky, sandy, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Wildflower Border, Pollinator Garden","Native Bees, Hummingbirds, Butterflies",Not toxic,Not toxic,None,"Civano, Spadefoot",SMALL-$7-15,Budget ($3-15),"4"", 1 gal",Regular wildflower,../image_archive/320x240/PCD3633/PCD3633_IMG0006.JPG,https://www.wildflower.org/plants/result.php?id_plant=PERO10
Peritoma jonesii,"Jones Bee-plant, Jones Spiderflower",Capparaceae (Caper Family),Annual,Herb,Small,Yellow,No,"Jun , Jul , Aug",Y,"Dry sandy flats, desert scrub, roadsides; 300-1200 m",Desert Plants,Low,Sun,High,High,"dry, sandy, flat, desert scrub, roadsides",RAINFALL ONLY,Heat Lovers,"Pollinator Garden, Restoration/Meadow Area","Native Bees, Butterflies, Moths",Not toxic,Not toxic,None,Not found/Seed,SEED-$4-8,Budget ($3-15),Seed only,"Plants rare, seed mixed with other cleomes",../image_archive/320x240/A_C/A_C_IMG2251.JPG,https://www.wildflower.org/plants/result.php?id_plant=PEJO
Peritoma lutea,"Yellow Bee-plant, Yellow Spiderflower",Capparaceae (Caper Family),Annual,Herb,Small,Yellow,No,"May , Jun , Jul , Aug",Y,"Dry sandy flats, desert scrub, roadsides; (100-)600-2400 m",Desert Plants,Low,Sun,High,High,"dry, sandy, flat, desert scrub, alkali, roadsides",RAINFALL ONLY,Heat Lovers,"Wildflower Area, Pollinator Patch","Native Bees, Butterflies, Moths",Not toxic,Not toxic,None,Not found/Seed,SEED-$4-8,Budget ($3-15),Seed only,Plants rare,,https://www.wildflower.org/plants/result.php?id_plant=PELU5
Peritoma multicaulis,"Slender Bee-plant, Slender Spiderflower",Capparaceae (Caper Family),Annual,Herb,Small,"White , Pink",No,"Jun , Jul , Aug , Sep",Y,"Dry to moist open ground, often in saline or volcanic soils; of conservation concern; 700-2000(-2300) m. Wet, saline or alkaline soils; often in and around alkali sinks, alkaline meadows, or old lake beds",Medium Drought Tolerance Species,"Low, Medium",Sun,High,High,"dry, moist, open, saline, volcanic soils", WEEKLY WATERING,Heat Tolerant,"Pollinator Border, Restoration/Meadow Area","Native Bees, Butterflies, Moths",Not toxic,Not toxic,None,Not found/Seed,SEED-$4-8,Budget ($3-15),Seed only,Plants rare,../image_archive/320x240/A_C/A_C_IMG1994.JPG,https://www.wildflower.org/plants/result.php?id_plant=PEMU13
Phacelia crenulata,"Cleft-leaf Wild Heliotrope, Notchleaf Phacelia, Notch-leaf Scorpion-weed",Hydrophyllaceae (Waterleaf Family),Annual,Herb,Small,Purple,Yes (unpleasant),,Y,Unknown,Shrubland & Chaparral Species,Low,Sun,High,High,"sandy, gravelly, well-drained, desert",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Wildflower Border, Pollinator Garden","Native Bees, Butterflies, Hoverflies",Toxic (contact dermatitis),Toxic,"Foliage/flowers (hairs, contact)",Not found/Seed,SEED-$4-8,Budget ($3-15),Seed only,Plants rare,../image_archive/320x240/NSI/NSI_IMG00394.JPG,https://www.wildflower.org/plants/result.php?id_plant=PHCR
Phlox tenuifolia,Santa Catalina Mountain Phlox,Polemoniaceae (Phlox Family),Perennial,Herb,Small,White,Yes (slight),"Mar , Apr , May , Sep , Oct , Nov",Y,Unknown,Shrubland & Chaparral Species,Low,Sun,Medium,High,"well-drained, sandy, loamy, rocky",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Wildflower Border, Rock Garden","Butterflies, Native Bees, Moths",Not toxic,Not toxic,None,Not found/Seed,SEED-$4-8,Budget ($3-15),Seed only,Plants rare,../image_archive/320x240/EPS/EPS_IMG16669.JPG,https://www.wildflower.org/plants/result.php?id_plant=PHTE6
Picea pungens,"Blue Spruce, Colorado Spruce",Pinaceae (Pine Family),Perennial,Tree,Extra Large,Yellow,Yes,"Apr , May",Y,Mountain conifer forests,Shrubland & Chaparral Species,Medium,"Sun, Part Shade",Medium,Medium,"moist, rich, mildly alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Windbreak, Privacy Screen, Large Shade Tree","Wildlife Cover, Birds, Squirrels, Owls",Not toxic,Not toxic,None,"Rare tree nurseries, Harlow*",LARGE-$45-170,Investment ($41+),"#5, #15, box, field grown","“Blue spruce,” rarely used at low elevation",../image_archive/320x240/EPS/EPS_IMG21579.JPG,https://www.wildflower.org/plants/result.php?id_plant=PIPU
Pinus cembroides,"Mexican Pinyon, Mexican Pinyon Pine, Pinyon, Nut Pine, Border Pinyon",Pinaceae (Pine Family),Perennial,Tree,Extra Large,Yellow,Yes,"Apr , May",Y,Pinyon-juniper woodlands or mesas and mountain slopes; 5000 to 7500 ft.,Riparian & Moist Site Species,Low,Sun,High,High,"dry, rocky, limestone, caliche, sandy", WEEKLY WATERING,Heat Tolerant,"Windbreak, Shade Tree, Wildlife Habitat","Birds, Wildlife, Squirrels, Clark’s Nutcracker",Not toxic,Not toxic,None,"DS, Spadefoot (by order)",MEDIUM-$27-70,Moderate ($16-40),"1 gal, #5, field grown","Mexican pinyon, rare tree",../image_archive/320x240/SAW/SAW_02724.JPG,https://www.wildflower.org/plants/result.php?id_plant=PICE
Pinus edulis,"Colorado Pinyon Pine, Colorado Pinyon, Pinyon Pine, Pinyon, Two-needle Pine, Two-needle Pinyon, Two-leaf Pinyon, Nut Pine, Pino Dulce",Pinaceae (Pine Family),Perennial,Tree,Extra Large,Yellow,Yes,"Apr , May",Y,"Rocky mesas; dry, mountain slopes",Mountain & High Elevation Species,Low,"Sun, Part Shade",High,High,"dry, rocky, sandy, alkaline, caliche",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Windbreak, Shade Tree","Birds, Wildlife, Squirrels, Clark’s Nutcracker, Jays",Not toxic,Not toxic,None,"DS, Spadefoot (by order)",MEDIUM-$29-85,Moderate ($16-40),"1 gal, #5, field grown",,../image_archive/320x240/SAW/SAW_02729.JPG,https://www.wildflower.org/plants/result.php?id_plant=PIED
Pinus engelmannii,Apache Pine,Pinaceae (Pine Family),Perennial,Tree,Extra Large,Not Applicable,Yes,,Y,Rocky ridges and slopes of mountains; with Arizona Pine and Chihuahua Pine,Mountain & High Elevation Species,Low,Sun,High,High,"rocky, sandy, alkaline, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Windbreak, Shade Tree","Birds, Wildlife, Squirrels, Jays",Not toxic,Not toxic,None,Specialty only,LARGE-$60-170,Investment ($41+),"Field grown, #15",Very rare at retail,../image_archive/320x240/JLR/JLR_IMG11305.JPG,https://www.wildflower.org/plants/result.php?id_plant=PIEN2
Pinus ponderosa,"Ponderosa Pine, Western Yellow Pine, Pino Blanco",Pinaceae (Pine Family),Perennial,Tree,Extra Large,"Red , Yellow",Yes,Apr,Y,Rocky hills; low elevations in mountains,Mountain & High Elevation Species,Medium,"Sun, Part Shade, Shade",Medium,Medium,"deep, sandy, gravelly, clay loams, slightly acidic, neutral",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Windbreak, Shade Tree, Large Accent","Butterflies, Pine White Larvae, Birds, Squirrels",Slightly toxic (large amt),"Slightly toxic (bark, needles, horses)","Pine needles (esp. to livestock), bark","Harlow, DS, specialty",MEDIUM-$35-120,Moderate ($16-40),"1 gal, 5 gal, #15",Higher elevations preferred,../image_archive/320x240/EWA/EWA_IMG10728.JPG,https://www.wildflower.org/plants/result.php?id_plant=PIPO
